ticker,beta_fx,beta_rate,S_fx,S_rate,MSI_raw,r2,n_obs,MSI_0_100,date
PE&OLES.MX,0.8355492953118827,-52.92203949302253,0.03215594500264305,0.0383170651942431,0.07047301019688615,0.3224357847657816,36,100.0,2019-01-31
CEMEXCPO.MX,0.20834451480745306,-44.62685431852438,0.008018096355703472,0.03231111466447429,0.040329211020177766,0.46898223821094065,36,54.57061243723639,2019-01-31
GMEXICOB.MX,0.8356372291043568,-9.8059057509567,0.032159329116794706,0.007099755291886466,0.03925908440868117,0.40581664191129807,36,52.95783641355356,2019-01-31
ALFAA.MX,-0.5173545506646446,11.318852698996261,0.019910284852588795,0.00819517201049396,0.028105456863082755,0.4748609735553747,36,36.14832724951869,2019-01-31
GFINBURO.MX,-0.5793113013517928,1.9149070763625184,0.022294677824752994,0.0013864473098315487,0.023681125134584542,0.3261044954499739,36,29.48046565642918,2019-01-31
FEMSAUBD.MX,0.1671757819428699,11.316223481431331,0.006433726029201189,0.008193268382028194,0.014626994411229383,0.48545776530982987,36,15.835085017314194,2019-01-31
WALMEX.MX,0.016638925855238185,19.1855332146073,0.0006403456836192792,0.013890872952229051,0.01453121863584833,0.28065734416126875,36,15.690742401660357,2019-01-31
KIMBERA.MX,-0.22589787661600377,1.4635749438112287,0.008693633921343525,0.0010596699801425707,0.009753303901486095,0.27335917321805403,36,8.489999756821561,2019-01-31
BIMBOA.MX,0.03944463807623225,-3.593654692702852,0.0015180188885863882,0.0026019084386203137,0.004119927327206702,0.21881143887129217,36,0.0,2019-01-31
PE&OLES.MX,0.8289550269699328,-47.681028252062845,0.03190290832045958,0.03431334050223563,0.06621624882269522,0.3297235450965015,36,100.0,2019-02-28
GMEXICOB.MX,0.8037953820954965,-9.623356060332167,0.03093462196270814,0.006925385323630148,0.03786000728633829,0.3813576707657238,36,54.662657707769455,2019-02-28
CEMEXCPO.MX,0.2187685809168673,-38.53151748248111,0.008419460348650506,0.027728954846669415,0.03614841519531992,0.4971522816797521,36,51.92608077476229,2019-02-28
ALFAA.MX,-0.5001939143416687,11.966678934276015,0.019250309211615257,0.008611742321957548,0.027862051533572803,0.47778876628172207,36,38.677438312437005,2019-02-28
GFINBURO.MX,-0.5994307844913203,4.122201614493282,0.02306950888758093,0.0029665154633248493,0.02603602435090578,0.34410921809157624,36,35.75789697232864,2019-02-28
FEMSAUBD.MX,0.15908965639951536,10.515670272020998,0.006122675606901466,0.007567533416972454,0.01369020902387392,0.4738760788673533,36,16.018805152255904,2019-02-28
WALMEX.MX,0.015180454640592311,17.119983075719322,0.0005842303103365798,0.01232028398305889,0.01290451429339547,0.2833983266511846,36,14.762598088028737,2019-02-28
KIMBERA.MX,-0.22079045798947947,-0.8688853640041514,0.00849727368807685,0.0006252876761564706,0.009122561364233322,0.29971402852328854,36,8.715827247024079,2019-02-28
BIMBOA.MX,0.02908333034112108,-3.5461378640525707,0.0011192921103548362,0.0025519549484934218,0.0036712470588482577,0.20801575362872138,36,0.0,2019-02-28
PE&OLES.MX,0.7088373257261102,-48.160932043206955,0.0265776222605493,0.032971641619388176,0.059549263879937475,0.31815429584840293,36,100.0,2019-03-31
GMEXICOB.MX,0.8451537089805978,-10.477544991776956,0.03168876019103397,0.007173072527125484,0.038861832718159454,0.37779734838214274,36,60.81949181484657,2019-03-31
ALFAA.MX,-0.49504513674532896,16.723502377721033,0.018561554490463088,0.011449141526673971,0.03001069601713706,0.46347305748981116,36,44.056074875818844,2019-03-31
GFINBURO.MX,-0.5951780780230652,10.500294085739501,0.02231600617144827,0.007188646872169842,0.029504653043618115,0.321490747824154,36,43.09766584422141,2019-03-31
CEMEXCPO.MX,0.2797695851470459,-21.391082061385383,0.010489868527185654,0.014644631273875101,0.025134499801060757,0.4273580302812534,36,34.82090960748055,2019-03-31
KIMBERA.MX,-0.2014305278806318,-3.908442976732602,0.007552571355170209,0.002675774235495069,0.010228345590665279,0.27995844023679495,36,6.589724571389114,2019-03-31
FEMSAUBD.MX,0.13132396894312798,5.14906402094739,0.0049239489988076365,0.0035251205981988356,0.008449069597006472,0.4957328846076282,36,3.2199036841057715,2019-03-31
BIMBOA.MX,0.016310061589955658,-10.602642725595052,0.0006115403919229139,0.007258716169635298,0.007870256561558212,0.23726100701865405,36,2.123673383895558,2019-03-31
WALMEX.MX,-0.021386364761403154,8.686759047005284,0.0008018747088023986,0.0059470756478483666,0.006748950356650765,0.29900328450614044,36,0.0,2019-03-31
PE&OLES.MX,0.7912521175444267,-39.38683906069185,0.029780896467538853,0.026701402045196138,0.056482298512734994,0.3043762285486561,36,99.99999999999999,2019-04-30
GMEXICOB.MX,0.8568112943037611,-8.736108742668122,0.032248391987962775,0.005922444080599877,0.038170836068562655,0.38347151799525414,36,63.12719774861839,2019-04-30
GFINBURO.MX,-0.609332194534358,9.675957471763661,0.02293385205221531,0.006559592919545213,0.029493444971760523,0.33180980400612226,36,45.6540042805504,2019-04-30
ALFAA.MX,-0.49217645689089023,15.042647261863952,0.018524381523193488,0.010197816883557826,0.028722198406751314,0.42507265341765255,36,44.10098675585279,2019-04-30
CEMEXCPO.MX,0.3082771858403548,-18.802730162260065,0.011602839033540235,0.01274687864228481,0.024349717675825045,0.414601647115854,36,35.296358625742336,2019-04-30
KIMBERA.MX,-0.20274419415256,-4.376758701612985,0.0076308217337730825,0.002967122940901624,0.010597944674674706,0.28003386934705654,36,7.605156570022322,2019-04-30
WALMEX.MX,-0.01563262884353306,10.641959830319346,0.0005883759307330764,0.007214472010316047,0.007802847941049123,0.3255683541543024,36,1.9768213430203505,2019-04-30
BIMBOA.MX,0.020273941397060485,-9.4011600109504,0.0007630641818799403,0.006373300298528648,0.007136364480408589,0.2475526095492142,36,0.6347596194994104,2019-04-30
FEMSAUBD.MX,0.1190891583526221,3.4500697430317553,0.004482240005009083,0.0023388954658358223,0.0068211354708449055,0.5107984311801339,36,0.0,2019-04-30
PE&OLES.MX,0.6635010204152084,-42.552082826286906,0.02385768605199782,0.03030823328838558,0.054165919340383395,0.30061443664298404,36,100.0,2019-05-31
GMEXICOB.MX,1.1154818154300457,2.616533367920749,0.040109682020667774,0.0018636573924131743,0.04197333941308095,0.44484892842493395,36,76.90465069108208,2019-05-31
ALFAA.MX,-0.5998887565082635,12.36754277371676,0.02157036263477231,0.008808931236577102,0.03037929387134941,0.45108330440982947,36,54.94305328623858,2019-05-31
GFINBURO.MX,-0.5366860874473125,11.110880008296348,0.019297767130456608,0.007913858052623322,0.02721162518307993,0.3256369739073611,36,48.94281254254789,2019-05-31
CEMEXCPO.MX,0.4825617973825481,-11.886451001336788,0.017351605360661063,0.008466267829713091,0.025817873190374152,0.435259614244462,36,46.302748723941285,2019-05-31
KIMBERA.MX,-0.4051434824358568,-15.616666781639696,0.014567854023674399,0.011123158928251664,0.025691012951926065,0.3121219246183542,36,46.06244834962835,2019-05-31
BIMBOA.MX,-0.08018862119634464,-7.235885846528741,0.002883363989776189,0.005153846808862709,0.008037210798638898,0.26915224022664463,36,12.622378258498687,2019-05-31
WALMEX.MX,-0.012431925292237356,8.327058871922189,0.00044701810776189065,0.005931047933109155,0.006378066040871046,0.3208055858809232,36,9.479603885627602,2019-05-31
FEMSAUBD.MX,0.03491002236790591,0.16607694405113005,0.0012552691376428063,0.00011829030284304492,0.0013735594404858512,0.5175750507166273,36,0.0,2019-05-31
PE&OLES.MX,0.7096829286692338,-31.04868439318822,0.025602915751808578,0.027088989839003114,0.05269190559081169,0.3952081605191198,36,100.0,2019-06-30
GMEXICOB.MX,1.0953377452054367,-1.5361815355342254,0.03951601324672885,0.001340269541857962,0.04085628278858681,0.44201838449544884,36,76.72723360177292,2019-06-30
CEMEXCPO.MX,0.48270241587136853,-12.112776156073586,0.01741424062422271,0.01056801203100198,0.02798225265522469,0.4454677182679564,36,51.412613416247005,2019-06-30
ALFAA.MX,-0.6500739606138548,1.5411790534589116,0.023452429491647424,0.00134462971733489,0.024797059208982314,0.44229271951460736,36,45.14946493253326,2019-06-30
KIMBERA.MX,-0.38255509512308916,-10.944001780219555,0.013801270222503215,0.00954829355305761,0.023349563775560824,0.305751207341309,36,42.30320803102182,2019-06-30
GFINBURO.MX,-0.5835982491246936,1.0970901944651494,0.021054214779071496,0.0009571763091146127,0.02201139108818611,0.31277548504178887,36,39.67191596687246,2019-06-30
WALMEX.MX,0.014995095388033841,14.261607172488183,0.000540971394972217,0.01244279876374227,0.012983770158714488,0.3384271980156993,36,21.92061411025668,2019-06-30
BIMBOA.MX,-0.0692283532154204,-4.6807286730591535,0.0024975205453151746,0.0040837869282296475,0.006581307473544822,0.2680488961815468,36,9.331245478357605,2019-06-30
FEMSAUBD.MX,0.030099770675552917,-0.8595193540109807,0.001085896055298968,0.0007499033051570504,0.0018357993604560183,0.5180138494000456,36,0.0,2019-06-30
PE&OLES.MX,0.8872931585798918,-22.634656336659056,0.03185688166424609,0.019735521507450147,0.051592403171696236,0.3809880333097787,36,100.0,2019-07-31
GMEXICOB.MX,1.1019681863502118,-1.8846638966258753,0.039564454848844306,0.0016432688136702159,0.041207723662514524,0.455366938428414,36,78.50824973251787,2019-07-31
KIMBERA.MX,-0.48995592419897316,-14.79159738251414,0.017591105878562493,0.0128970320525414,0.030488137931103894,0.25315833791717635,36,56.323389881364335,2019-07-31
ALFAA.MX,-0.5731912992647603,3.494992754296815,0.02057954264053846,0.003047340487299319,0.023626883127837776,0.4517555316005596,36,42.12358962532571,2019-07-31
GFINBURO.MX,-0.4350369793625272,4.645035617612921,0.015619326529356128,0.004050081387177927,0.019669407916534057,0.3115092214582925,36,33.93334467304863,2019-07-31
CEMEXCPO.MX,0.37002325646736633,-6.02500380992808,0.013285109865116242,0.005253297885540403,0.018538407750656644,0.5046401238814266,36,31.592668381977077,2019-07-31
WALMEX.MX,-0.05198154818732992,10.369639254628563,0.0018663166883631185,0.009041455522466674,0.010907772210829792,0.25215701317997574,36,15.80058608813892,2019-07-31
FEMSAUBD.MX,0.08179534900093222,-0.5539629989289088,0.002936734864471274,0.0004830092631884319,0.003419744127659706,0.5513455128928794,36,0.3036389346811791,2019-07-31
BIMBOA.MX,0.005100254583659106,-3.543816821015598,0.0001831167130705734,0.0030899109776340505,0.003273027690704624,0.2995271833096046,36,0.0,2019-07-31
PE&OLES.MX,1.21705586779137,-27.36437663022135,0.04504685983355491,0.024728660361730756,0.06977552019528566,0.490119146817514,36,100.0,2019-08-31
GMEXICOB.MX,0.8270769805775767,4.227897922800651,0.03061258057384808,0.003820669960430907,0.03443325053427899,0.37996082995816904,36,46.54013683444342,2019-08-31
KIMBERA.MX,-0.4675927178953506,-16.72457106199915,0.017306998125277185,0.015113672899497079,0.032420671024774264,0.2655501789533651,36,43.49584380459785,2019-08-31
CEMEXCPO.MX,0.36300098768557115,-7.499251045040772,0.013435746907320292,0.006776928799297395,0.020212675706617687,0.5253847892258543,36,25.029634206450133,2019-08-31
ALFAA.MX,-0.4949695777377703,1.8926196733787375,0.018320297186266356,0.0017103239635002062,0.020030621149766562,0.4500539112999916,36,24.754252580106392,2019-08-31
GFINBURO.MX,-0.3583147924755177,1.1954654110312752,0.013262296875677091,0.001080319077721674,0.014342615953398766,0.30886343282789885,36,16.150391469899017,2019-08-31
WALMEX.MX,-0.05787010743348864,11.039847828500081,0.0021419449074592525,0.009976497951525271,0.012118442858984523,0.2572173388485198,36,12.786035121979308,2019-08-31
FEMSAUBD.MX,0.09060796741659588,-0.869679611127467,0.003353670538909378,0.0007859127221389676,0.004139583261048346,0.5632187188579798,36,0.7169533563147364,2019-08-31
BIMBOA.MX,-0.09024492536092923,-0.36005275199360964,0.003340233271953853,0.00032537274050391653,0.0036656060124577693,0.2829752837932059,36,0.0,2019-08-31
PE&OLES.MX,1.1730593393385842,-29.870133885865016,0.04328624046424729,0.0284597312304147,0.07174597169466199,0.4905890542616804,36,100.0,2019-09-30
GMEXICOB.MX,0.8300466851726085,3.3655625445918114,0.03062897093610915,0.0032066480125005218,0.033835618948609675,0.3801898565617019,36,43.4926703697731,2019-09-30
